scenario,seed,patients,retained_fraction,label_mapping,exact_agreement,ari,nmi,uncertain_fraction,minimum_cluster_prevalence,dr_fraction,rr_fraction,pw_fraction,high_absolute_lag1_fraction,fit_status
documented_windows,20260805,1043,0.7360621030345801,"{""1"": 1, ""2"": 2, ""3"": 3}",0.8360498561840843,0.5250829840446987,0.44371610305034076,0.26366251198466,0.06711409395973154,0.17737296260786195,0.7555129434324065,0.06711409395973154,0.0,PASS
documented_windows,20260806,1043,0.7360621030345801,"{""1"": 1, ""2"": 2, ""3"": 3}",0.8312559923298178,0.5128233635340069,0.4344411517923283,0.146692233940556,0.06711409395973154,0.174496644295302,0.7583892617449665,0.06711409395973154,0.0,PASS
documented_windows,20260807,1043,0.7360621030345801,"{""1"": 1, ""2"": 2, ""3"": 3}",0.835091083413231,0.5228642821727181,0.43831705691184664,0.297219558964525,0.06807286673058485,0.17737296260786195,0.7545541706615532,0.06807286673058485,0.0,PASS
high_coverage,20260805,415,0.2928722653493296,"{""1"": 3, ""2"": 2, ""3"": 1}",0.8048192771084337,0.5156190345927929,0.3838899026865085,0.0337349397590361,0.0,0.26024096385542167,0.7397590361445783,0.0,0.416666666666667,CAUTION
high_coverage,20260806,415,0.2928722653493296,"{""1"": 3, ""2"": 2, ""3"": 1}",0.8144578313253013,0.5414119740633542,0.40141863687862406,0.0313253012048193,0.0,0.29156626506024097,0.708433734939759,0.0,0.416666666666667,CAUTION
high_coverage,20260807,415,0.2928722653493296,"{""1"": 3, ""2"": 2, ""3"": 1}",0.8192771084337349,0.5571567906033627,0.42054796678512923,0.0265060240963855,0.0,0.2819277108433735,0.7180722891566265,0.0,0.416666666666667,CAUTION
