cohort,feature,source_group,day,generated_value,source_value,_merge,absolute_difference,match
eicu,Base Excess,C1,6,1.1313,1.1313,both,0.0,True
eicu,Base Excess,C1,7,1.6107,1.6107,both,0.0,True
eicu,Base Excess,C2,-1,-0.6936,-0.6936,both,0.0,True
eicu,Base Excess,C2,1,-0.5969,-0.5969,both,0.0,True
eicu,Base Excess,C2,2,-0.3184,-0.3184,both,0.0,True
eicu,Base Excess,C2,3,0.2811,0.2811,both,0.0,True
eicu,Base Excess,C2,4,0.872,0.872,both,0.0,True
eicu,Base Excess,C2,5,1.0336,1.0336,both,0.0,True
eicu,Base Excess,C2,6,1.4001,1.4001,both,0.0,True
eicu,Base Excess,C2,7,1.6175,1.6175,both,0.0,True
eicu,Base Excess,C3,-1,-2.9715,-2.9715,both,0.0,True
eicu,Base Excess,C3,1,-3.4417,-3.4417,both,0.0,True
eicu,Base Excess,C3,2,-3.262,-3.262,both,0.0,True
eicu,Base Excess,C3,3,-2.8293,-2.8293,both,0.0,True
eicu,Base Excess,C3,4,-2.4668,-2.4668,both,0.0,True
eicu,Base Excess,C3,5,-1.6947,-1.6947,both,0.0,True
eicu,Base Excess,C3,6,-1.1069,-1.1069,both,0.0,True
eicu,Base Excess,C3,7,-1.2323,-1.2323,both,0.0,True
eicu,Bicarbonate,C1,-1,24.4745,24.4745,both,0.0,True
eicu,Bicarbonate,C1,1,24.4846,24.4846,both,0.0,True
eicu,Bicarbonate,C1,2,24.9699,24.9699,both,0.0,True
eicu,Bicarbonate,C1,3,25.5682,25.5682,both,0.0,True
eicu,Bicarbonate,C1,4,26.2327,26.2327,both,0.0,True
eicu,Bicarbonate,C1,5,26.5259,26.5259,both,0.0,True
eicu,Bicarbonate,C1,6,27.0322,27.0322,both,0.0,True
eicu,Bicarbonate,C1,7,27.2691,27.2691,both,0.0,True
eicu,Bicarbonate,C2,-1,24.8665,24.8665,both,0.0,True
eicu,Bicarbonate,C2,1,24.7889,24.7889,both,0.0,True
eicu,Bicarbonate,C2,2,25.2321,25.2321,both,0.0,True
eicu,Bicarbonate,C2,3,25.9927,25.9927,both,0.0,True
eicu,Bicarbonate,C2,4,26.6463,26.6463,both,0.0,True
eicu,Bicarbonate,C2,5,27.2242,27.2242,both,0.0,True
eicu,Bicarbonate,C2,6,27.7239,27.7239,both,0.0,True
eicu,Bicarbonate,C2,7,27.8612,27.8612,both,0.0,True
eicu,Bicarbonate,C3,-1,22.8725,22.8725,both,0.0,True
eicu,Bicarbonate,C3,1,22.3454,22.3454,both,0.0,True
eicu,Bicarbonate,C3,2,22.3152,22.3152,both,0.0,True
eicu,Bicarbonate,C3,3,22.651,22.651,both,0.0,True
eicu,Bicarbonate,C3,4,23.0013,23.0013,both,0.0,True
eicu,Bicarbonate,C3,5,23.5875,23.5875,both,0.0,True
eicu,Bicarbonate,C3,6,24.1035,24.1035,both,0.0,True
eicu,Bicarbonate,C3,7,23.4488,23.4488,both,0.0,True
eicu,Bilirubin,C1,-1,1.2304,1.2304,both,0.0,True
eicu,Bilirubin,C1,1,1.1608,1.1608,both,0.0,True
eicu,Bilirubin,C1,2,1.1449,1.1449,both,0.0,True
eicu,Bilirubin,C1,3,1.1112,1.1112,both,0.0,True
eicu,Bilirubin,C1,4,1.145,1.145,both,0.0,True
eicu,Bilirubin,C1,5,1.1381,1.1381,both,0.0,True
eicu,Bilirubin,C1,6,1.1334,1.1334,both,0.0,True
eicu,Bilirubin,C1,7,1.1177,1.1177,both,0.0,True
eicu,Bilirubin,C2,-1,1.0996,1.0996,both,0.0,True
eicu,Bilirubin,C2,1,1.0559,1.0559,both,0.0,True
eicu,Bilirubin,C2,2,1.0214,1.0214,both,0.0,True
eicu,Bilirubin,C2,3,0.9874,0.9874,both,0.0,True
eicu,Bilirubin,C2,4,0.9682,0.9682,both,0.0,True
eicu,Bilirubin,C2,5,0.9222,0.9222,both,0.0,True
eicu,Bilirubin,C2,6,0.9338,0.9338,both,0.0,True
eicu,Bilirubin,C2,7,0.9093,0.9093,both,0.0,True
eicu,Bilirubin,C3,-1,1.9096,1.9096,both,0.0,True
eicu,Bilirubin,C3,1,1.8608,1.8608,both,0.0,True
eicu,Bilirubin,C3,2,1.9105,1.9105,both,0.0,True
eicu,Bilirubin,C3,3,1.9286,1.9286,both,0.0,True
eicu,Bilirubin,C3,4,2.1042,2.1042,both,0.0,True
eicu,Bilirubin,C3,5,2.2881,2.2881,both,0.0,True
eicu,Bilirubin,C3,6,2.1579,2.1579,both,0.0,True
eicu,Bilirubin,C3,7,2.2744,2.2744,both,0.0,True
eicu,Calcium,C1,-1,8.3701,8.3701,both,0.0,True
eicu,Calcium,C1,1,8.2059,8.2059,both,0.0,True
eicu,Calcium,C1,2,8.24,8.24,both,0.0,True
eicu,Calcium,C1,3,8.3286,8.3286,both,0.0,True
eicu,Calcium,C1,4,8.3731,8.3731,both,0.0,True
eicu,Calcium,C1,5,8.4081,8.4081,both,0.0,True
eicu,Calcium,C1,6,8.4022,8.4022,both,0.0,True
eicu,Calcium,C1,7,8.3545,8.3545,both,0.0,True
eicu,Calcium,C2,-1,8.3535,8.3535,both,0.0,True
eicu,Calcium,C2,1,8.1534,8.1534,both,0.0,True
eicu,Calcium,C2,2,8.169,8.169,both,0.0,True
eicu,Calcium,C2,3,8.2429,8.2429,both,0.0,True
eicu,Calcium,C2,4,8.2771,8.2771,both,0.0,True
eicu,Calcium,C2,5,8.3091,8.3091,both,0.0,True
eicu,Calcium,C2,6,8.3267,8.3267,both,0.0,True
eicu,Calcium,C2,7,8.3712,8.3712,both,0.0,True
eicu,Calcium,C3,-1,8.1313,8.1313,both,0.0,True
eicu,Calcium,C3,1,7.958,7.958,both,0.0,True
eicu,Calcium,C3,2,7.8521,7.8521,both,0.0,True
eicu,Calcium,C3,3,7.8702,7.8702,both,0.0,True
eicu,Calcium,C3,4,7.9613,7.9613,both,0.0,True
eicu,Calcium,C3,5,8.0377,8.0377,both,0.0,True
eicu,Calcium,C3,6,8.0649,8.0649,both,0.0,True
eicu,Calcium,C3,7,8.0729,8.0729,both,0.0,True
eicu,Chloride,C1,-1,104.0942,104.0942,both,0.0,True
eicu,Chloride,C1,1,105.2381,105.2381,both,0.0,True
eicu,Chloride,C1,2,105.8736,105.8736,both,0.0,True
eicu,Chloride,C1,3,105.8679,105.8679,both,0.0,True
eicu,Chloride,C1,4,105.9381,105.9381,both,0.0,True
eicu,Chloride,C1,5,105.7561,105.7561,both,0.0,True
eicu,Chloride,C1,6,105.5487,105.5487,both,0.0,True
eicu,Chloride,C1,7,105.5982,105.5982,both,0.0,True
eicu,Chloride,C2,-1,103.5736,103.5736,both,0.0,True
eicu,Chloride,C2,1,104.9486,104.9486,both,0.0,True
eicu,Chloride,C2,2,105.4354,105.4354,both,0.0,True
eicu,Chloride,C2,3,105.0874,105.0874,both,0.0,True
eicu,Chloride,C2,4,104.8155,104.8155,both,0.0,True
eicu,Chloride,C2,5,104.341,104.341,both,0.0,True
eicu,Chloride,C2,6,103.8858,103.8858,both,0.0,True
eicu,Chloride,C2,7,103.7316,103.7316,both,0.0,True
eicu,Chloride,C3,-1,104.7864,104.7864,both,0.0,True
eicu,Chloride,C3,1,106.136,106.136,both,0.0,True
eicu,Chloride,C3,2,106.1051,106.1051,both,0.0,True
eicu,Chloride,C3,3,105.343,105.343,both,0.0,True
eicu,Chloride,C3,4,105.0016,105.0016,both,0.0,True
eicu,Chloride,C3,5,105.3561,105.3561,both,0.0,True
eicu,Chloride,C3,6,104.5175,104.5175,both,0.0,True
eicu,Chloride,C3,7,104.2167,104.2167,both,0.0,True
eicu,Creatinine,C1,-1,1.1422,1.1422,both,0.0,True
eicu,Creatinine,C1,1,1.1987,1.1987,both,0.0,True
eicu,Creatinine,C1,2,1.1654,1.1654,both,0.0,True
eicu,Creatinine,C1,3,1.1166,1.1166,both,0.0,True
eicu,Creatinine,C1,4,1.0929,1.0929,both,0.0,True
eicu,Creatinine,C1,5,1.0601,1.0601,both,0.0,True
eicu,Creatinine,C1,6,1.0429,1.0429,both,0.0,True
eicu,Creatinine,C1,7,1.0353,1.0353,both,0.0,True
eicu,Creatinine,C2,-1,0.8605,0.8605,both,0.0,True
eicu,Creatinine,C2,1,0.7996,0.7996,both,0.0,True
eicu,Creatinine,C2,2,0.7541,0.7541,both,0.0,True
eicu,Creatinine,C2,3,0.7304,0.7304,both,0.0,True
eicu,Creatinine,C2,4,0.714,0.714,both,0.0,True
eicu,Creatinine,C2,5,0.7031,0.7031,both,0.0,True
eicu,Creatinine,C2,6,0.6993,0.6993,both,0.0,True
eicu,Creatinine,C2,7,0.699,0.699,both,0.0,True
eicu,Creatinine,C3,-1,1.1522,1.1522,both,0.0,True
eicu,Creatinine,C3,1,1.5673,1.5673,both,0.0,True
eicu,Creatinine,C3,2,2.1024,2.1024,both,0.0,True
eicu,Creatinine,C3,3,2.5084,2.5084,both,0.0,True
eicu,Creatinine,C3,4,2.8407,2.8407,both,0.0,True
eicu,Creatinine,C3,5,2.9294,2.9294,both,0.0,True
eicu,Creatinine,C3,6,3.1835,3.1835,both,0.0,True
eicu,Creatinine,C3,7,3.3208,3.3208,both,0.0,True
eicu,DBP,C1,-1,61.8208,61.8208,both,0.0,True
eicu,DBP,C1,1,61.6265,61.6265,both,0.0,True
eicu,DBP,C1,2,62.2962,62.2962,both,0.0,True
eicu,DBP,C1,3,62.1529,62.1529,both,0.0,True
eicu,DBP,C1,4,62.7857,62.7857,both,0.0,True
eicu,DBP,C1,5,62.8094,62.8094,both,0.0,True
eicu,DBP,C1,6,62.2464,62.2464,both,0.0,True
eicu,DBP,C1,7,62.316,62.316,both,0.0,True
eicu,DBP,C2,-1,62.526,62.526,both,0.0,True
eicu,DBP,C2,1,63.1439,63.1439,both,0.0,True
eicu,DBP,C2,2,62.8565,62.8565,both,0.0,True
eicu,DBP,C2,3,63.4505,63.4505,both,0.0,True
eicu,DBP,C2,4,64.9262,64.9262,both,0.0,True
eicu,DBP,C2,5,64.2045,64.2045,both,0.0,True
eicu,DBP,C2,6,64.0213,64.0213,both,0.0,True
eicu,DBP,C2,7,64.7403,64.7403,both,0.0,True
eicu,DBP,C3,-1,61.7443,61.7443,both,0.0,True
eicu,DBP,C3,1,61.9624,61.9624,both,0.0,True
eicu,DBP,C3,2,61.0325,61.0325,both,0.0,True
eicu,DBP,C3,3,62.4809,62.4809,both,0.0,True
eicu,DBP,C3,4,61.6281,61.6281,both,0.0,True
eicu,DBP,C3,5,60.5236,60.5236,both,0.0,True
eicu,DBP,C3,6,61.1933,61.1933,both,0.0,True
eicu,DBP,C3,7,62.3151,62.3151,both,0.0,True
eicu,Fio2,C1,-1,0.5491,0.5491,both,0.0,True
eicu,Fio2,C1,1,0.5189,0.5189,both,0.0,True
eicu,Fio2,C1,2,0.4957,0.4957,both,0.0,True
eicu,Fio2,C1,3,0.4879,0.4879,both,0.0,True
eicu,Fio2,C1,4,0.4838,0.4838,both,0.0,True
eicu,Fio2,C1,5,0.4786,0.4786,both,0.0,True
eicu,Fio2,C1,6,0.4837,0.4837,both,0.0,True
eicu,Fio2,C1,7,0.4785,0.4785,both,0.0,True
eicu,Fio2,C2,-1,0.513,0.513,both,0.0,True
eicu,Fio2,C2,1,0.4821,0.4821,both,0.0,True
eicu,Fio2,C2,2,0.4602,0.4602,both,0.0,True
eicu,Fio2,C2,3,0.4526,0.4526,both,0.0,True
eicu,Fio2,C2,4,0.4496,0.4496,both,0.0,True
eicu,Fio2,C2,5,0.4569,0.4569,both,0.0,True
eicu,Fio2,C2,6,0.4556,0.4556,both,0.0,True
eicu,Fio2,C2,7,0.4594,0.4594,both,0.0,True
eicu,Fio2,C3,-1,0.6077,0.6077,both,0.0,True
eicu,Fio2,C3,1,0.5681,0.5681,both,0.0,True
eicu,Fio2,C3,2,0.5388,0.5388,both,0.0,True
eicu,Fio2,C3,3,0.5207,0.5207,both,0.0,True
eicu,Fio2,C3,4,0.5111,0.5111,both,0.0,True
eicu,Fio2,C3,5,0.5115,0.5115,both,0.0,True
eicu,Fio2,C3,6,0.5138,0.5138,both,0.0,True
eicu,Fio2,C3,7,0.5166,0.5166,both,0.0,True
eicu,Glucose,C1,-1,155.8308,155.8308,both,0.0,True
eicu,Glucose,C1,1,146.1947,146.1947,both,0.0,True
eicu,Glucose,C1,2,145.5299,145.5299,both,0.0,True
eicu,Glucose,C1,3,145.9385,145.9385,both,0.0,True
eicu,Glucose,C1,4,146.3388,146.3388,both,0.0,True
eicu,Glucose,C1,5,147.6772,147.6772,both,0.0,True
eicu,Glucose,C1,6,148.023,148.023,both,0.0,True
eicu,Glucose,C1,7,147.6811,147.6811,both,0.0,True
eicu,Glucose,C2,-1,144.9484,144.9484,both,0.0,True
eicu,Glucose,C2,1,136.0981,136.0981,both,0.0,True
eicu,Glucose,C2,2,133.5502,133.5502,both,0.0,True
eicu,Glucose,C2,3,132.0028,132.0028,both,0.0,True
eicu,Glucose,C2,4,133.4604,133.4604,both,0.0,True
eicu,Glucose,C2,5,132.623,132.623,both,0.0,True
eicu,Glucose,C2,6,130.6888,130.6888,both,0.0,True
eicu,Glucose,C2,7,131.683,131.683,both,0.0,True
eicu,Glucose,C3,-1,155.7406,155.7406,both,0.0,True
eicu,Glucose,C3,1,148.5133,148.5133,both,0.0,True
eicu,Glucose,C3,2,149.6982,149.6982,both,0.0,True
eicu,Glucose,C3,3,146.2075,146.2075,both,0.0,True
eicu,Glucose,C3,4,143.8531,143.8531,both,0.0,True
eicu,Glucose,C3,5,139.7619,139.7619,both,0.0,True
eicu,Glucose,C3,6,138.006,138.006,both,0.0,True
eicu,Glucose,C3,7,134.7274,134.7274,both,0.0,True
eicu,Heart Rate,C1,-1,92.873,92.873,both,0.0,True
eicu,Heart Rate,C1,1,88.3836,88.3836,both,0.0,True
eicu,Heart Rate,C1,2,87.3407,87.3407,both,0.0,True
eicu,Heart Rate,C1,3,87.3108,87.3108,both,0.0,True
eicu,Heart Rate,C1,4,86.5393,86.5393,both,0.0,True
eicu,Heart Rate,C1,5,86.8156,86.8156,both,0.0,True
eicu,Heart Rate,C1,6,85.8095,85.8095,both,0.0,True
eicu,Heart Rate,C1,7,86.3801,86.3801,both,0.0,True
eicu,Heart Rate,C2,-1,90.4534,90.4534,both,0.0,True
eicu,Heart Rate,C2,1,88.1249,88.1249,both,0.0,True
eicu,Heart Rate,C2,2,86.8231,86.8231,both,0.0,True
eicu,Heart Rate,C2,3,86.6274,86.6274,both,0.0,True
eicu,Heart Rate,C2,4,86.3492,86.3492,both,0.0,True
eicu,Heart Rate,C2,5,86.2028,86.2028,both,0.0,True
eicu,Heart Rate,C2,6,86.2461,86.2461,both,0.0,True
eicu,Heart Rate,C2,7,86.4993,86.4993,both,0.0,True
eicu,Heart Rate,C3,-1,98.7526,98.7526,both,0.0,True
eicu,Heart Rate,C3,1,94.4237,94.4237,both,0.0,True
eicu,Heart Rate,C3,2,91.9451,91.9451,both,0.0,True
eicu,Heart Rate,C3,3,91.2334,91.2334,both,0.0,True
eicu,Heart Rate,C3,4,86.7033,86.7033,both,0.0,True
eicu,Heart Rate,C3,5,85.2279,85.2279,both,0.0,True
eicu,Heart Rate,C3,6,87.0711,87.0711,both,0.0,True
eicu,Heart Rate,C3,7,86.0149,86.0149,both,0.0,True
eicu,Hematocrit,C1,-1,33.6206,33.6206,both,0.0,True
eicu,Hematocrit,C1,1,32.2692,32.2692,both,0.0,True
eicu,Hematocrit,C1,2,31.3333,31.3333,both,0.0,True
eicu,Hematocrit,C1,3,31.2426,31.2426,both,0.0,True
eicu,Hematocrit,C1,4,31.4278,31.4278,both,0.0,True
eicu,Hematocrit,C1,5,31.4461,31.4461,both,0.0,True
eicu,Hematocrit,C1,6,31.2785,31.2785,both,0.0,True
eicu,Hematocrit,C1,7,31.07,31.07,both,0.0,True
eicu,Hematocrit,C2,-1,34.3638,34.3638,both,0.0,True
eicu,Hematocrit,C2,1,32.8176,32.8176,both,0.0,True
eicu,Hematocrit,C2,2,32.0262,32.0262,both,0.0,True
eicu,Hematocrit,C2,3,32.0878,32.0878,both,0.0,True
eicu,Hematocrit,C2,4,32.1871,32.1871,both,0.0,True
eicu,Hematocrit,C2,5,32.072,32.072,both,0.0,True
eicu,Hematocrit,C2,6,31.8914,31.8914,both,0.0,True
eicu,Hematocrit,C2,7,31.6281,31.6281,both,0.0,True
eicu,Hematocrit,C3,-1,32.7011,32.7011,both,0.0,True
eicu,Hematocrit,C3,1,31.5667,31.5667,both,0.0,True
eicu,Hematocrit,C3,2,30.3344,30.3344,both,0.0,True
eicu,Hematocrit,C3,3,29.9999,29.9999,both,0.0,True
eicu,Hematocrit,C3,4,29.466,29.466,both,0.0,True
eicu,Hematocrit,C3,5,29.0038,29.0038,both,0.0,True
eicu,Hematocrit,C3,6,28.8627,28.8627,both,0.0,True
eicu,Hematocrit,C3,7,28.4576,28.4576,both,0.0,True
eicu,Hemoglobin,C1,-1,11.0136,11.0136,both,0.0,True
eicu,Hemoglobin,C1,1,10.551,10.551,both,0.0,True
eicu,Hemoglobin,C1,2,10.2532,10.2532,both,0.0,True
eicu,Hemoglobin,C1,3,10.2087,10.2087,both,0.0,True
eicu,Hemoglobin,C1,4,10.2587,10.2587,both,0.0,True
eicu,Hemoglobin,C1,5,10.2612,10.2612,both,0.0,True
eicu,Hemoglobin,C1,6,10.2055,10.2055,both,0.0,True
eicu,Hemoglobin,C1,7,10.1106,10.1106,both,0.0,True
eicu,Hemoglobin,C2,-1,11.2796,11.2796,both,0.0,True
eicu,Hemoglobin,C2,1,10.7737,10.7737,both,0.0,True
eicu,Hemoglobin,C2,2,10.5117,10.5117,both,0.0,True
eicu,Hemoglobin,C2,3,10.5243,10.5243,both,0.0,True
eicu,Hemoglobin,C2,4,10.5496,10.5496,both,0.0,True
eicu,Hemoglobin,C2,5,10.4907,10.4907,both,0.0,True
eicu,Hemoglobin,C2,6,10.4159,10.4159,both,0.0,True
eicu,Hemoglobin,C2,7,10.3193,10.3193,both,0.0,True
eicu,Hemoglobin,C3,-1,10.666,10.666,both,0.0,True
eicu,Hemoglobin,C3,1,10.3144,10.3144,both,0.0,True
eicu,Hemoglobin,C3,2,9.923,9.923,both,0.0,True
eicu,Hemoglobin,C3,3,9.8493,9.8493,both,0.0,True
eicu,Hemoglobin,C3,4,9.6832,9.6832,both,0.0,True
eicu,Hemoglobin,C3,5,9.5453,9.5453,both,0.0,True
eicu,Hemoglobin,C3,6,9.5057,9.5057,both,0.0,True
eicu,Hemoglobin,C3,7,9.3946,9.3946,both,0.0,True
eicu,Inr,C1,-1,1.6222,1.6222,both,0.0,True
eicu,Inr,C1,1,1.64,1.64,both,0.0,True
eicu,Inr,C1,2,1.5838,1.5838,both,0.0,True
eicu,Inr,C1,3,1.4648,1.4648,both,0.0,True
eicu,Inr,C1,4,1.4018,1.4018,both,0.0,True
eicu,Inr,C1,5,1.3615,1.3615,both,0.0,True
eicu,Inr,C1,6,1.3758,1.3758,both,0.0,True
eicu,Inr,C1,7,1.3661,1.3661,both,0.0,True
eicu,Inr,C2,-1,1.5091,1.5091,both,0.0,True
eicu,Inr,C2,1,1.4624,1.4624,both,0.0,True
eicu,Inr,C2,2,1.4147,1.4147,both,0.0,True
eicu,Inr,C2,3,1.3704,1.3704,both,0.0,True
eicu,Inr,C2,4,1.3522,1.3522,both,0.0,True
eicu,Inr,C2,5,1.3431,1.3431,both,0.0,True
eicu,Inr,C2,6,1.3602,1.3602,both,0.0,True
eicu,Inr,C2,7,1.3463,1.3463,both,0.0,True
eicu,Inr,C3,-1,1.7578,1.7578,both,0.0,True
eicu,Inr,C3,1,1.6928,1.6928,both,0.0,True
eicu,Inr,C3,2,1.6839,1.6839,both,0.0,True
eicu,Inr,C3,3,1.5508,1.5508,both,0.0,True
eicu,Inr,C3,4,1.365,1.365,both,0.0,True
eicu,Inr,C3,5,1.2962,1.2962,both,0.0,True
eicu,Inr,C3,6,1.2671,1.2671,both,0.0,True
eicu,Inr,C3,7,1.2716,1.2716,both,0.0,True
eicu,Lactate,C1,-1,2.3255,2.3255,both,0.0,True
eicu,Lactate,C1,1,2.1136,2.1136,both,0.0,True
eicu,Lactate,C1,2,1.9888,1.9888,both,0.0,True
eicu,Lactate,C1,3,1.8423,1.8423,both,0.0,True
eicu,Lactate,C1,4,1.8135,1.8135,both,0.0,True
eicu,Lactate,C1,5,1.7484,1.7484,both,0.0,True
eicu,Lactate,C1,6,1.7791,1.7791,both,0.0,True
eicu,Lactate,C1,7,1.7734,1.7734,both,0.0,True
eicu,Lactate,C2,-1,1.9708,1.9708,both,0.0,True
eicu,Lactate,C2,1,1.7348,1.7348,both,0.0,True
eicu,Lactate,C2,2,1.6073,1.6073,both,0.0,True
eicu,Lactate,C2,3,1.5729,1.5729,both,0.0,True
eicu,Lactate,C2,4,1.56,1.56,both,0.0,True
eicu,Lactate,C2,5,1.579,1.579,both,0.0,True
eicu,Lactate,C2,6,1.5656,1.5656,both,0.0,True
eicu,Lactate,C2,7,1.5667,1.5667,both,0.0,True
eicu,Lactate,C3,-1,3.1409,3.1409,both,0.0,True
eicu,Lactate,C3,1,3.0988,3.0988,both,0.0,True
eicu,Lactate,C3,2,2.6731,2.6731,both,0.0,True
eicu,Lactate,C3,3,2.2038,2.2038,both,0.0,True
eicu,Lactate,C3,4,2.0196,2.0196,both,0.0,True
eicu,Lactate,C3,5,2.0942,2.0942,both,0.0,True
eicu,Lactate,C3,6,2.0252,2.0252,both,0.0,True
eicu,Lactate,C3,7,1.8991,1.8991,both,0.0,True
eicu,MBP,C1,-1,78.3553,78.3553,both,0.0,True
eicu,MBP,C1,1,78.5178,78.5178,both,0.0,True
eicu,MBP,C1,2,78.8686,78.8686,both,0.0,True
eicu,MBP,C1,3,79.2299,79.2299,both,0.0,True
eicu,MBP,C1,4,80.065,80.065,both,0.0,True
eicu,MBP,C1,5,80.1735,80.1735,both,0.0,True
eicu,MBP,C1,6,79.7031,79.7031,both,0.0,True
eicu,MBP,C1,7,79.9959,79.9959,both,0.0,True
eicu,MBP,C2,-1,78.8235,78.8235,both,0.0,True
eicu,MBP,C2,1,79.4432,79.4432,both,0.0,True
eicu,MBP,C2,2,78.9528,78.9528,both,0.0,True
eicu,MBP,C2,3,79.9415,79.9415,both,0.0,True
eicu,MBP,C2,4,81.0478,81.0478,both,0.0,True
eicu,MBP,C2,5,80.5476,80.5476,both,0.0,True
eicu,MBP,C2,6,80.8271,80.8271,both,0.0,True
eicu,MBP,C2,7,81.196,81.196,both,0.0,True
eicu,MBP,C3,-1,77.9691,77.9691,both,0.0,True
eicu,MBP,C3,1,78.4286,78.4286,both,0.0,True
eicu,MBP,C3,2,77.3028,77.3028,both,0.0,True
eicu,MBP,C3,3,79.4801,79.4801,both,0.0,True
eicu,MBP,C3,4,79.1131,79.1131,both,0.0,True
eicu,MBP,C3,5,78.2606,78.2606,both,0.0,True
eicu,MBP,C3,6,78.551,78.551,both,0.0,True
eicu,MBP,C3,7,80.0467,80.0467,both,0.0,True
eicu,Pco2,C1,-1,41.0429,41.0429,both,0.0,True
eicu,Pco2,C1,1,40.9176,40.9176,both,0.0,True
eicu,Pco2,C1,2,40.9025,40.9025,both,0.0,True
eicu,Pco2,C1,3,41.2066,41.2066,both,0.0,True
eicu,Pco2,C1,4,41.5571,41.5571,both,0.0,True
eicu,Pco2,C1,5,41.8579,41.8579,both,0.0,True
eicu,Pco2,C1,6,42.0266,42.0266,both,0.0,True
eicu,Pco2,C1,7,42.4356,42.4356,both,0.0,True
eicu,Pco2,C2,-1,40.9974,40.9974,both,0.0,True
eicu,Pco2,C2,1,40.2113,40.2113,both,0.0,True
eicu,Pco2,C2,2,40.4664,40.4664,both,0.0,True
eicu,Pco2,C2,3,40.9459,40.9459,both,0.0,True
eicu,Pco2,C2,4,41.2914,41.2914,both,0.0,True
eicu,Pco2,C2,5,41.3184,41.3184,both,0.0,True
eicu,Pco2,C2,6,41.6857,41.6857,both,0.0,True
eicu,Pco2,C2,7,41.6497,41.6497,both,0.0,True
eicu,Pco2,C3,-1,39.9866,39.9866,both,0.0,True
eicu,Pco2,C3,1,39.8045,39.8045,both,0.0,True
eicu,Pco2,C3,2,40.034,40.034,both,0.0,True
eicu,Pco2,C3,3,42.1141,42.1141,both,0.0,True
eicu,Pco2,C3,4,41.9466,41.9466,both,0.0,True
eicu,Pco2,C3,5,41.8865,41.8865,both,0.0,True
eicu,Pco2,C3,6,41.5478,41.5478,both,0.0,True
eicu,Pco2,C3,7,40.6525,40.6525,both,0.0,True
eicu,Platelets,C1,-1,212.8048,212.8048,both,0.0,True
eicu,Platelets,C1,1,200.6329,200.6329,both,0.0,True
eicu,Platelets,C1,2,192.4436,192.4436,both,0.0,True
eicu,Platelets,C1,3,192.4704,192.4704,both,0.0,True
eicu,Platelets,C1,4,198.2661,198.2661,both,0.0,True
eicu,Platelets,C1,5,204.2362,204.2362,both,0.0,True
eicu,Platelets,C1,6,212.5534,212.5534,both,0.0,True
eicu,Platelets,C1,7,214.0044,214.0044,both,0.0,True
eicu,Platelets,C2,-1,218.9568,218.9568,both,0.0,True
eicu,Platelets,C2,1,207.2565,207.2565,both,0.0,True
eicu,Platelets,C2,2,204.7142,204.7142,both,0.0,True
eicu,Platelets,C2,3,211.028,211.028,both,0.0,True
eicu,Platelets,C2,4,219.3482,219.3482,both,0.0,True
eicu,Platelets,C2,5,229.6759,229.6759,both,0.0,True
eicu,Platelets,C2,6,241.7146,241.7146,both,0.0,True
eicu,Platelets,C2,7,257.8079,257.8079,both,0.0,True
eicu,Platelets,C3,-1,197.3293,197.3293,both,0.0,True
eicu,Platelets,C3,1,180.855,180.855,both,0.0,True
eicu,Platelets,C3,2,174.3149,174.3149,both,0.0,True
eicu,Platelets,C3,3,174.5978,174.5978,both,0.0,True
eicu,Platelets,C3,4,179.8301,179.8301,both,0.0,True
eicu,Platelets,C3,5,190.3295,190.3295,both,0.0,True
eicu,Platelets,C3,6,203.1974,203.1974,both,0.0,True
eicu,Platelets,C3,7,209.3744,209.3744,both,0.0,True
eicu,Po2,C1,-1,100.7643,100.7643,both,0.0,True
eicu,Po2,C1,1,100.498,100.498,both,0.0,True
eicu,Po2,C1,2,97.545,97.545,both,0.0,True
eicu,Po2,C1,3,95.1985,95.1985,both,0.0,True
eicu,Po2,C1,4,94.2488,94.2488,both,0.0,True
eicu,Po2,C1,5,94.6163,94.6163,both,0.0,True
eicu,Po2,C1,6,95.0156,95.0156,both,0.0,True
eicu,Po2,C1,7,94.2262,94.2262,both,0.0,True
eicu,Po2,C2,-1,97.7964,97.7964,both,0.0,True
eicu,Po2,C2,1,94.3425,94.3425,both,0.0,True
eicu,Po2,C2,2,93.3215,93.3215,both,0.0,True
eicu,Po2,C2,3,90.8042,90.8042,both,0.0,True
eicu,Po2,C2,4,90.6127,90.6127,both,0.0,True
eicu,Po2,C2,5,89.9468,89.9468,both,0.0,True
eicu,Po2,C2,6,91.4481,91.4481,both,0.0,True
eicu,Po2,C2,7,89.8221,89.8221,both,0.0,True
eicu,Po2,C3,-1,104.5055,104.5055,both,0.0,True
eicu,Po2,C3,1,98.6327,98.6327,both,0.0,True
eicu,Po2,C3,2,93.8366,93.8366,both,0.0,True
eicu,Po2,C3,3,93.218,93.218,both,0.0,True
eicu,Po2,C3,4,93.7484,93.7484,both,0.0,True
eicu,Po2,C3,5,90.2676,90.2676,both,0.0,True
eicu,Po2,C3,6,87.7018,87.7018,both,0.0,True
eicu,Po2,C3,7,88.5488,88.5488,both,0.0,True
eicu,Potassium,C1,-1,4.1227,4.1227,both,0.0,True
eicu,Potassium,C1,1,4.0786,4.0786,both,0.0,True
eicu,Potassium,C1,2,3.9902,3.9902,both,0.0,True
