cohort,feature,source_group,day,generated_value,source_value,_merge,absolute_difference,match
aumcdb,Aniongap,C1,-1,10.341,10.341,both,0.0,True
aumcdb,Aniongap,C1,1,10.3252,10.3252,both,0.0,True
aumcdb,Aniongap,C1,2,9.9103,9.9103,both,0.0,True
aumcdb,Aniongap,C1,3,9.5653,9.5653,both,0.0,True
aumcdb,Aniongap,C1,4,9.3381,9.3381,both,0.0,True
aumcdb,Aniongap,C1,5,8.9685,8.9685,both,0.0,True
aumcdb,Aniongap,C1,6,8.9951,8.9951,both,0.0,True
aumcdb,Aniongap,C1,7,9.0995,9.0995,both,0.0,True
aumcdb,Aniongap,C2,-1,9.0255,9.0255,both,0.0,True
aumcdb,Aniongap,C2,1,8.4667,8.4667,both,0.0,True
aumcdb,Aniongap,C2,2,7.7187,7.7187,both,0.0,True
aumcdb,Aniongap,C2,3,7.4008,7.4008,both,0.0,True
aumcdb,Aniongap,C2,4,7.8123,7.8123,both,0.0,True
aumcdb,Aniongap,C2,5,7.2945,7.2945,both,0.0,True
aumcdb,Aniongap,C2,6,7.4485,7.4485,both,0.0,True
aumcdb,Aniongap,C2,7,7.4825,7.4825,both,0.0,True
aumcdb,Aniongap,C3,-1,11.2349,11.2349,both,0.0,True
aumcdb,Aniongap,C3,1,11.206,11.206,both,0.0,True
aumcdb,Aniongap,C3,2,11.4568,11.4568,both,0.0,True
aumcdb,Aniongap,C3,3,11.4837,11.4837,both,0.0,True
aumcdb,Aniongap,C3,4,11.0712,11.0712,both,0.0,True
aumcdb,Aniongap,C3,5,11.3615,11.3615,both,0.0,True
aumcdb,Aniongap,C3,6,11.2161,11.2161,both,0.0,True
aumcdb,Aniongap,C3,7,11.2889,11.2889,both,0.0,True
aumcdb,Base Excess,C1,-1,0.6071,0.6071,both,0.0,True
aumcdb,Base Excess,C1,1,0.8851,0.8851,both,0.0,True
aumcdb,Base Excess,C1,2,1.2679,1.2679,both,0.0,True
aumcdb,Base Excess,C1,3,1.4811,1.4811,both,0.0,True
aumcdb,Base Excess,C1,4,2.0746,2.0746,both,0.0,True
aumcdb,Base Excess,C1,5,2.6106,2.6106,both,0.0,True
aumcdb,Base Excess,C1,6,3.081,3.081,both,0.0,True
aumcdb,Base Excess,C1,7,3.4849,3.4849,both,0.0,True
aumcdb,Base Excess,C2,-1,1.1641,1.1641,both,0.0,True
aumcdb,Base Excess,C2,1,1.1025,1.1025,both,0.0,True
aumcdb,Base Excess,C2,2,1.6315,1.6315,both,0.0,True
aumcdb,Base Excess,C2,3,2.3604,2.3604,both,0.0,True
aumcdb,Base Excess,C2,4,3.1894,3.1894,both,0.0,True
aumcdb,Base Excess,C2,5,3.8581,3.8581,both,0.0,True
aumcdb,Base Excess,C2,6,4.2739,4.2739,both,0.0,True
aumcdb,Base Excess,C2,7,4.3759,4.3759,both,0.0,True
aumcdb,Base Excess,C3,-1,0.6079,0.6079,both,0.0,True
aumcdb,Base Excess,C3,1,0.2377,0.2377,both,0.0,True
aumcdb,Base Excess,C3,2,0.8838,0.8838,both,0.0,True
aumcdb,Base Excess,C3,3,1.3253,1.3253,both,0.0,True
aumcdb,Base Excess,C3,4,1.0985,1.0985,both,0.0,True
aumcdb,Base Excess,C3,5,0.9381,0.9381,both,0.0,True
aumcdb,Base Excess,C3,6,1.2489,1.2489,both,0.0,True
aumcdb,Base Excess,C3,7,1.6435,1.6435,both,0.0,True
aumcdb,Bicarbonate,C1,-1,21.4884,21.4884,both,0.0,True
aumcdb,Bicarbonate,C1,1,21.33,21.33,both,0.0,True
aumcdb,Bicarbonate,C1,2,22.1505,22.1505,both,0.0,True
aumcdb,Bicarbonate,C1,3,23.5214,23.5214,both,0.0,True
aumcdb,Bicarbonate,C1,4,24.819,24.819,both,0.0,True
aumcdb,Bicarbonate,C1,5,25.8152,25.8152,both,0.0,True
aumcdb,Bicarbonate,C1,6,26.4822,26.4822,both,0.0,True
aumcdb,Bicarbonate,C1,7,26.9635,26.9635,both,0.0,True
aumcdb,Bicarbonate,C2,-1,22.8837,22.8837,both,0.0,True
aumcdb,Bicarbonate,C2,1,23.176,23.176,both,0.0,True
aumcdb,Bicarbonate,C2,2,24.4823,24.4823,both,0.0,True
aumcdb,Bicarbonate,C2,3,25.9694,25.9694,both,0.0,True
aumcdb,Bicarbonate,C2,4,27.0477,27.0477,both,0.0,True
aumcdb,Bicarbonate,C2,5,27.8279,27.8279,both,0.0,True
aumcdb,Bicarbonate,C2,6,28.2195,28.2195,both,0.0,True
aumcdb,Bicarbonate,C2,7,28.335,28.335,both,0.0,True
aumcdb,Bicarbonate,C3,-1,20.4035,20.4035,both,0.0,True
aumcdb,Bicarbonate,C3,1,19.6109,19.6109,both,0.0,True
aumcdb,Bicarbonate,C3,2,19.8161,19.8161,both,0.0,True
aumcdb,Bicarbonate,C3,3,20.3617,20.3617,both,0.0,True
aumcdb,Bicarbonate,C3,4,21.7402,21.7402,both,0.0,True
aumcdb,Bicarbonate,C3,5,22.774,22.774,both,0.0,True
aumcdb,Bicarbonate,C3,6,23.8818,23.8818,both,0.0,True
aumcdb,Bicarbonate,C3,7,24.8188,24.8188,both,0.0,True
aumcdb,Bilirubin,C1,-1,18.8652,18.8652,both,0.0,True
aumcdb,Bilirubin,C1,1,19.8732,19.8732,both,0.0,True
aumcdb,Bilirubin,C1,2,19.605,19.605,both,0.0,True
aumcdb,Bilirubin,C1,3,19.3784,19.3784,both,0.0,True
aumcdb,Bilirubin,C1,4,19.8618,19.8618,both,0.0,True
aumcdb,Bilirubin,C1,5,21.4444,21.4444,both,0.0,True
aumcdb,Bilirubin,C1,6,23.2576,23.2576,both,0.0,True
aumcdb,Bilirubin,C1,7,24.8454,24.8454,both,0.0,True
aumcdb,Bilirubin,C2,-1,12.7655,12.7655,both,0.0,True
aumcdb,Bilirubin,C2,1,12.6645,12.6645,both,0.0,True
aumcdb,Bilirubin,C2,2,11.9711,11.9711,both,0.0,True
aumcdb,Bilirubin,C2,3,11.3476,11.3476,both,0.0,True
aumcdb,Bilirubin,C2,4,11.0745,11.0745,both,0.0,True
aumcdb,Bilirubin,C2,5,10.7834,10.7834,both,0.0,True
aumcdb,Bilirubin,C2,6,10.737,10.737,both,0.0,True
aumcdb,Bilirubin,C2,7,10.4763,10.4763,both,0.0,True
aumcdb,Bilirubin,C3,-1,22.8349,22.8349,both,0.0,True
aumcdb,Bilirubin,C3,1,24.733,24.733,both,0.0,True
aumcdb,Bilirubin,C3,2,26.3716,26.3716,both,0.0,True
aumcdb,Bilirubin,C3,3,26.2309,26.2309,both,0.0,True
aumcdb,Bilirubin,C3,4,22.8744,22.8744,both,0.0,True
aumcdb,Bilirubin,C3,5,20.6616,20.6616,both,0.0,True
aumcdb,Bilirubin,C3,6,21.9713,21.9713,both,0.0,True
aumcdb,Bilirubin,C3,7,21.6538,21.6538,both,0.0,True
aumcdb,Calcium,C1,-1,11.1387,11.1387,both,0.0,True
aumcdb,Calcium,C1,1,11.0861,11.0861,both,0.0,True
aumcdb,Calcium,C1,2,11.0398,11.0398,both,0.0,True
aumcdb,Calcium,C1,3,11.1392,11.1392,both,0.0,True
aumcdb,Calcium,C1,4,11.2742,11.2742,both,0.0,True
aumcdb,Calcium,C1,5,11.3353,11.3353,both,0.0,True
aumcdb,Calcium,C1,6,11.4344,11.4344,both,0.0,True
aumcdb,Calcium,C1,7,11.4174,11.4174,both,0.0,True
aumcdb,Calcium,C2,-1,11.2999,11.2999,both,0.0,True
aumcdb,Calcium,C2,1,11.3647,11.3647,both,0.0,True
aumcdb,Calcium,C2,2,11.4812,11.4812,both,0.0,True
aumcdb,Calcium,C2,3,11.5809,11.5809,both,0.0,True
aumcdb,Calcium,C2,4,11.6563,11.6563,both,0.0,True
aumcdb,Calcium,C2,5,11.7017,11.7017,both,0.0,True
aumcdb,Calcium,C2,6,11.7198,11.7198,both,0.0,True
aumcdb,Calcium,C2,7,11.7273,11.7273,both,0.0,True
aumcdb,Calcium,C3,-1,11.0427,11.0427,both,0.0,True
aumcdb,Calcium,C3,1,10.8609,10.8609,both,0.0,True
aumcdb,Calcium,C3,2,10.5825,10.5825,both,0.0,True
aumcdb,Calcium,C3,3,10.5812,10.5812,both,0.0,True
aumcdb,Calcium,C3,4,10.7748,10.7748,both,0.0,True
aumcdb,Calcium,C3,5,10.7361,10.7361,both,0.0,True
aumcdb,Calcium,C3,6,10.857,10.857,both,0.0,True
aumcdb,Calcium,C3,7,11.0967,11.0967,both,0.0,True
aumcdb,Chloride,C1,-1,108.4137,108.4137,both,0.0,True
aumcdb,Chloride,C1,1,109.5276,109.5276,both,0.0,True
aumcdb,Chloride,C1,2,109.2775,109.2775,both,0.0,True
aumcdb,Chloride,C1,3,108.8115,108.8115,both,0.0,True
aumcdb,Chloride,C1,4,108.5073,108.5073,both,0.0,True
aumcdb,Chloride,C1,5,108.1922,108.1922,both,0.0,True
aumcdb,Chloride,C1,6,108.0099,108.0099,both,0.0,True
aumcdb,Chloride,C1,7,107.6101,107.6101,both,0.0,True
aumcdb,Chloride,C2,-1,108.2564,108.2564,both,0.0,True
aumcdb,Chloride,C2,1,109.2476,109.2476,both,0.0,True
aumcdb,Chloride,C2,2,109.2017,109.2017,both,0.0,True
aumcdb,Chloride,C2,3,108.6058,108.6058,both,0.0,True
aumcdb,Chloride,C2,4,108.0554,108.0554,both,0.0,True
aumcdb,Chloride,C2,5,107.3246,107.3246,both,0.0,True
aumcdb,Chloride,C2,6,106.8291,106.8291,both,0.0,True
aumcdb,Chloride,C2,7,106.5788,106.5788,both,0.0,True
aumcdb,Chloride,C3,-1,107.7154,107.7154,both,0.0,True
aumcdb,Chloride,C3,1,109.4661,109.4661,both,0.0,True
aumcdb,Chloride,C3,2,109.3262,109.3262,both,0.0,True
aumcdb,Chloride,C3,3,108.7569,108.7569,both,0.0,True
aumcdb,Chloride,C3,4,109.0323,109.0323,both,0.0,True
aumcdb,Chloride,C3,5,108.5501,108.5501,both,0.0,True
aumcdb,Chloride,C3,6,107.883,107.883,both,0.0,True
aumcdb,Chloride,C3,7,107.473,107.473,both,0.0,True
aumcdb,Creatinine,C1,-1,1.2122,1.2122,both,0.0,True
aumcdb,Creatinine,C1,1,1.4542,1.4542,both,0.0,True
aumcdb,Creatinine,C1,2,1.7093,1.7093,both,0.0,True
aumcdb,Creatinine,C1,3,1.804,1.804,both,0.0,True
aumcdb,Creatinine,C1,4,1.7845,1.7845,both,0.0,True
aumcdb,Creatinine,C1,5,1.7023,1.7023,both,0.0,True
aumcdb,Creatinine,C1,6,1.6119,1.6119,both,0.0,True
aumcdb,Creatinine,C1,7,1.5622,1.5622,both,0.0,True
aumcdb,Creatinine,C2,-1,0.9815,0.9815,both,0.0,True
aumcdb,Creatinine,C2,1,0.9662,0.9662,both,0.0,True
aumcdb,Creatinine,C2,2,0.9245,0.9245,both,0.0,True
aumcdb,Creatinine,C2,3,0.8888,0.8888,both,0.0,True
aumcdb,Creatinine,C2,4,0.8545,0.8545,both,0.0,True
aumcdb,Creatinine,C2,5,0.8404,0.8404,both,0.0,True
aumcdb,Creatinine,C2,6,0.8407,0.8407,both,0.0,True
aumcdb,Creatinine,C2,7,0.8429,0.8429,both,0.0,True
aumcdb,Creatinine,C3,-1,1.1513,1.1513,both,0.0,True
aumcdb,Creatinine,C3,1,1.5567,1.5567,both,0.0,True
aumcdb,Creatinine,C3,2,2.13,2.13,both,0.0,True
aumcdb,Creatinine,C3,3,2.5935,2.5935,both,0.0,True
aumcdb,Creatinine,C3,4,2.8193,2.8193,both,0.0,True
aumcdb,Creatinine,C3,5,3.0032,3.0032,both,0.0,True
aumcdb,Creatinine,C3,6,3.0582,3.0582,both,0.0,True
aumcdb,Creatinine,C3,7,2.8873,2.8873,both,0.0,True
aumcdb,DBP,C1,-1,61.302,61.302,both,0.0,True
aumcdb,DBP,C1,1,59.8939,59.8939,both,0.0,True
aumcdb,DBP,C1,2,59.9842,59.9842,both,0.0,True
aumcdb,DBP,C1,3,61.7606,61.7606,both,0.0,True
aumcdb,DBP,C1,4,62.0839,62.0839,both,0.0,True
aumcdb,DBP,C1,5,62.1974,62.1974,both,0.0,True
aumcdb,DBP,C1,6,62.5619,62.5619,both,0.0,True
aumcdb,DBP,C1,7,62.6772,62.6772,both,0.0,True
aumcdb,DBP,C2,-1,60.9681,60.9681,both,0.0,True
aumcdb,DBP,C2,1,60.874,60.874,both,0.0,True
aumcdb,DBP,C2,2,62.4892,62.4892,both,0.0,True
aumcdb,DBP,C2,3,62.9977,62.9977,both,0.0,True
aumcdb,DBP,C2,4,65.4913,65.4913,both,0.0,True
aumcdb,DBP,C2,5,64.8336,64.8336,both,0.0,True
aumcdb,DBP,C2,6,64.8014,64.8014,both,0.0,True
aumcdb,DBP,C2,7,64.1139,64.1139,both,0.0,True
aumcdb,DBP,C3,-1,60.139,60.139,both,0.0,True
aumcdb,DBP,C3,1,58.746,58.746,both,0.0,True
aumcdb,DBP,C3,2,57.4,57.4,both,0.0,True
aumcdb,DBP,C3,3,58.003,58.003,both,0.0,True
aumcdb,DBP,C3,4,60.7596,60.7596,both,0.0,True
aumcdb,DBP,C3,5,62.2402,62.2402,both,0.0,True
aumcdb,DBP,C3,6,61.2701,61.2701,both,0.0,True
aumcdb,DBP,C3,7,61.5334,61.5334,both,0.0,True
aumcdb,Fio2,C1,-1,54.615,54.615,both,0.0,True
aumcdb,Fio2,C1,1,49.078,49.078,both,0.0,True
aumcdb,Fio2,C1,2,47.9438,47.9438,both,0.0,True
aumcdb,Fio2,C1,3,47.4308,47.4308,both,0.0,True
aumcdb,Fio2,C1,4,46.314,46.314,both,0.0,True
aumcdb,Fio2,C1,5,46.3969,46.3969,both,0.0,True
aumcdb,Fio2,C1,6,46.1199,46.1199,both,0.0,True
aumcdb,Fio2,C1,7,46.1567,46.1567,both,0.0,True
aumcdb,Fio2,C2,-1,49.8888,49.8888,both,0.0,True
aumcdb,Fio2,C2,1,45.538,45.538,both,0.0,True
aumcdb,Fio2,C2,2,44.9455,44.9455,both,0.0,True
aumcdb,Fio2,C2,3,45.1651,45.1651,both,0.0,True
aumcdb,Fio2,C2,4,45.0131,45.0131,both,0.0,True
aumcdb,Fio2,C2,5,45.388,45.388,both,0.0,True
aumcdb,Fio2,C2,6,45.2345,45.2345,both,0.0,True
aumcdb,Fio2,C2,7,45.0127,45.0127,both,0.0,True
aumcdb,Fio2,C3,-1,59.8937,59.8937,both,0.0,True
aumcdb,Fio2,C3,1,52.2481,52.2481,both,0.0,True
aumcdb,Fio2,C3,2,51.6768,51.6768,both,0.0,True
aumcdb,Fio2,C3,3,51.4958,51.4958,both,0.0,True
aumcdb,Fio2,C3,4,49.8967,49.8967,both,0.0,True
aumcdb,Fio2,C3,5,49.461,49.461,both,0.0,True
aumcdb,Fio2,C3,6,48.1767,48.1767,both,0.0,True
aumcdb,Fio2,C3,7,47.3361,47.3361,both,0.0,True
aumcdb,Glucose,C1,-1,163.3117,163.3117,both,0.0,True
aumcdb,Glucose,C1,1,143.7336,143.7336,both,0.0,True
aumcdb,Glucose,C1,2,136.3257,136.3257,both,0.0,True
aumcdb,Glucose,C1,3,135.0321,135.0321,both,0.0,True
aumcdb,Glucose,C1,4,132.6987,132.6987,both,0.0,True
aumcdb,Glucose,C1,5,131.0637,131.0637,both,0.0,True
aumcdb,Glucose,C1,6,130.0768,130.0768,both,0.0,True
aumcdb,Glucose,C1,7,130.71,130.71,both,0.0,True
aumcdb,Glucose,C2,-1,153.3871,153.3871,both,0.0,True
aumcdb,Glucose,C2,1,140.7909,140.7909,both,0.0,True
aumcdb,Glucose,C2,2,135.0475,135.0475,both,0.0,True
aumcdb,Glucose,C2,3,135.6327,135.6327,both,0.0,True
aumcdb,Glucose,C2,4,133.9236,133.9236,both,0.0,True
aumcdb,Glucose,C2,5,133.0521,133.0521,both,0.0,True
aumcdb,Glucose,C2,6,132.8778,132.8778,both,0.0,True
aumcdb,Glucose,C2,7,131.9095,131.9095,both,0.0,True
aumcdb,Glucose,C3,-1,171.572,171.572,both,0.0,True
aumcdb,Glucose,C3,1,145.5469,145.5469,both,0.0,True
aumcdb,Glucose,C3,2,135.9464,135.9464,both,0.0,True
aumcdb,Glucose,C3,3,133.4811,133.4811,both,0.0,True
aumcdb,Glucose,C3,4,132.6069,132.6069,both,0.0,True
aumcdb,Glucose,C3,5,133.0459,133.0459,both,0.0,True
aumcdb,Glucose,C3,6,130.7845,130.7845,both,0.0,True
aumcdb,Glucose,C3,7,129.0577,129.0577,both,0.0,True
aumcdb,Heart Rate,C1,-1,87.9454,87.9454,both,0.0,True
aumcdb,Heart Rate,C1,1,84.8983,84.8983,both,0.0,True
aumcdb,Heart Rate,C1,2,88.2783,88.2783,both,0.0,True
aumcdb,Heart Rate,C1,3,88.9294,88.9294,both,0.0,True
aumcdb,Heart Rate,C1,4,87.6553,87.6553,both,0.0,True
aumcdb,Heart Rate,C1,5,87.4809,87.4809,both,0.0,True
aumcdb,Heart Rate,C1,6,88.0114,88.0114,both,0.0,True
aumcdb,Heart Rate,C1,7,88.4566,88.4566,both,0.0,True
aumcdb,Heart Rate,C2,-1,83.0714,83.0714,both,0.0,True
aumcdb,Heart Rate,C2,1,80.2049,80.2049,both,0.0,True
aumcdb,Heart Rate,C2,2,84.575,84.575,both,0.0,True
aumcdb,Heart Rate,C2,3,84.8727,84.8727,both,0.0,True
aumcdb,Heart Rate,C2,4,84.9544,84.9544,both,0.0,True
aumcdb,Heart Rate,C2,5,84.8094,84.8094,both,0.0,True
aumcdb,Heart Rate,C2,6,84.6717,84.6717,both,0.0,True
aumcdb,Heart Rate,C2,7,85.4411,85.4411,both,0.0,True
aumcdb,Heart Rate,C3,-1,92.2827,92.2827,both,0.0,True
aumcdb,Heart Rate,C3,1,87.5401,87.5401,both,0.0,True
aumcdb,Heart Rate,C3,2,92.5756,92.5756,both,0.0,True
aumcdb,Heart Rate,C3,3,91.7322,91.7322,both,0.0,True
aumcdb,Heart Rate,C3,4,89.9802,89.9802,both,0.0,True
aumcdb,Heart Rate,C3,5,90.086,90.086,both,0.0,True
aumcdb,Heart Rate,C3,6,87.4112,87.4112,both,0.0,True
aumcdb,Heart Rate,C3,7,87.7873,87.7873,both,0.0,True
aumcdb,Hematocrit,C1,-1,2.1467,2.1467,both,0.0,True
aumcdb,Hematocrit,C1,1,2.5941,2.5941,both,0.0,True
aumcdb,Hematocrit,C1,2,2.3552,2.3552,both,0.0,True
aumcdb,Hematocrit,C1,3,2.1944,2.1944,both,0.0,True
aumcdb,Hematocrit,C1,4,2.284,2.284,both,0.0,True
aumcdb,Hematocrit,C1,5,2.0182,2.0182,both,0.0,True
aumcdb,Hematocrit,C1,6,2.0855,2.0855,both,0.0,True
aumcdb,Hematocrit,C1,7,2.3519,2.3519,both,0.0,True
aumcdb,Hematocrit,C2,-1,2.268,2.268,both,0.0,True
aumcdb,Hematocrit,C2,1,2.6015,2.6015,both,0.0,True
aumcdb,Hematocrit,C2,2,2.2829,2.2829,both,0.0,True
aumcdb,Hematocrit,C2,3,2.2152,2.2152,both,0.0,True
aumcdb,Hematocrit,C2,4,2.2277,2.2277,both,0.0,True
aumcdb,Hematocrit,C2,5,2.2781,2.2781,both,0.0,True
aumcdb,Hematocrit,C2,6,2.5613,2.5613,both,0.0,True
aumcdb,Hematocrit,C2,7,2.232,2.232,both,0.0,True
aumcdb,Hematocrit,C3,-1,1.6177,1.6177,both,0.0,True
aumcdb,Hematocrit,C3,1,2.0133,2.0133,both,0.0,True
aumcdb,Hematocrit,C3,2,2.3372,2.3372,both,0.0,True
aumcdb,Hematocrit,C3,3,2.4144,2.4144,both,0.0,True
aumcdb,Hematocrit,C3,4,2.4059,2.4059,both,0.0,True
aumcdb,Hematocrit,C3,5,2.1005,2.1005,both,0.0,True
aumcdb,Hematocrit,C3,6,2.1261,2.1261,both,0.0,True
aumcdb,Hematocrit,C3,7,2.0428,2.0428,both,0.0,True
aumcdb,Hemoglobin,C1,-1,11.0355,11.0355,both,0.0,True
aumcdb,Hemoglobin,C1,1,10.9331,10.9331,both,0.0,True
aumcdb,Hemoglobin,C1,2,10.5421,10.5421,both,0.0,True
aumcdb,Hemoglobin,C1,3,10.2112,10.2112,both,0.0,True
aumcdb,Hemoglobin,C1,4,10.2345,10.2345,both,0.0,True
aumcdb,Hemoglobin,C1,5,10.0727,10.0727,both,0.0,True
aumcdb,Hemoglobin,C1,6,10.161,10.161,both,0.0,True
aumcdb,Hemoglobin,C1,7,10.0417,10.0417,both,0.0,True
aumcdb,Hemoglobin,C2,-1,11.4119,11.4119,both,0.0,True
aumcdb,Hemoglobin,C2,1,11.2632,11.2632,both,0.0,True
aumcdb,Hemoglobin,C2,2,10.9089,10.9089,both,0.0,True
aumcdb,Hemoglobin,C2,3,10.6135,10.6135,both,0.0,True
aumcdb,Hemoglobin,C2,4,10.5282,10.5282,both,0.0,True
aumcdb,Hemoglobin,C2,5,10.5221,10.5221,both,0.0,True
aumcdb,Hemoglobin,C2,6,10.6156,10.6156,both,0.0,True
aumcdb,Hemoglobin,C2,7,10.6022,10.6022,both,0.0,True
aumcdb,Hemoglobin,C3,-1,10.9795,10.9795,both,0.0,True
aumcdb,Hemoglobin,C3,1,10.9086,10.9086,both,0.0,True
aumcdb,Hemoglobin,C3,2,10.4196,10.4196,both,0.0,True
aumcdb,Hemoglobin,C3,3,9.9651,9.9651,both,0.0,True
aumcdb,Hemoglobin,C3,4,9.6936,9.6936,both,0.0,True
aumcdb,Hemoglobin,C3,5,9.5839,9.5839,both,0.0,True
aumcdb,Hemoglobin,C3,6,9.5469,9.5469,both,0.0,True
aumcdb,Hemoglobin,C3,7,9.6061,9.6061,both,0.0,True
aumcdb,Lactate,C1,-1,3.2642,3.2642,both,0.0,True
aumcdb,Lactate,C1,1,2.7115,2.7115,both,0.0,True
aumcdb,Lactate,C1,2,2.3303,2.3303,both,0.0,True
aumcdb,Lactate,C1,3,2.0902,2.0902,both,0.0,True
aumcdb,Lactate,C1,4,1.9446,1.9446,both,0.0,True
aumcdb,Lactate,C1,5,1.8023,1.8023,both,0.0,True
aumcdb,Lactate,C1,6,1.7175,1.7175,both,0.0,True
aumcdb,Lactate,C1,7,1.7197,1.7197,both,0.0,True
aumcdb,Lactate,C2,-1,2.2283,2.2283,both,0.0,True
aumcdb,Lactate,C2,1,1.8963,1.8963,both,0.0,True
aumcdb,Lactate,C2,2,1.6751,1.6751,both,0.0,True
aumcdb,Lactate,C2,3,1.5198,1.5198,both,0.0,True
aumcdb,Lactate,C2,4,1.4558,1.4558,both,0.0,True
aumcdb,Lactate,C2,5,1.4051,1.4051,both,0.0,True
aumcdb,Lactate,C2,6,1.3923,1.3923,both,0.0,True
aumcdb,Lactate,C2,7,1.3664,1.3664,both,0.0,True
aumcdb,Lactate,C3,-1,4.2207,4.2207,both,0.0,True
aumcdb,Lactate,C3,1,3.6258,3.6258,both,0.0,True
aumcdb,Lactate,C3,2,3.1961,3.1961,both,0.0,True
aumcdb,Lactate,C3,3,2.5506,2.5506,both,0.0,True
aumcdb,Lactate,C3,4,1.8876,1.8876,both,0.0,True
aumcdb,Lactate,C3,5,1.7376,1.7376,both,0.0,True
aumcdb,Lactate,C3,6,1.6242,1.6242,both,0.0,True
aumcdb,Lactate,C3,7,1.525,1.525,both,0.0,True
aumcdb,MBP,C1,-1,78.1493,78.1493,both,0.0,True
aumcdb,MBP,C1,1,78.6817,78.6817,both,0.0,True
aumcdb,MBP,C1,2,79.9592,79.9592,both,0.0,True
aumcdb,MBP,C1,3,82.2828,82.2828,both,0.0,True
aumcdb,MBP,C1,4,83.114,83.114,both,0.0,True
aumcdb,MBP,C1,5,83.4642,83.4642,both,0.0,True
aumcdb,MBP,C1,6,84.0387,84.0387,both,0.0,True
aumcdb,MBP,C1,7,84.1687,84.1687,both,0.0,True
aumcdb,MBP,C2,-1,79.2103,79.2103,both,0.0,True
aumcdb,MBP,C2,1,80.5419,80.5419,both,0.0,True
aumcdb,MBP,C2,2,82.9891,82.9891,both,0.0,True
aumcdb,MBP,C2,3,85.0928,85.0928,both,0.0,True
aumcdb,MBP,C2,4,86.4823,86.4823,both,0.0,True
aumcdb,MBP,C2,5,85.7697,85.7697,both,0.0,True
aumcdb,MBP,C2,6,85.9175,85.9175,both,0.0,True
aumcdb,MBP,C2,7,85.2367,85.2367,both,0.0,True
aumcdb,MBP,C3,-1,77.4981,77.4981,both,0.0,True
aumcdb,MBP,C3,1,76.0589,76.0589,both,0.0,True
aumcdb,MBP,C3,2,75.7422,75.7422,both,0.0,True
aumcdb,MBP,C3,3,77.539,77.539,both,0.0,True
aumcdb,MBP,C3,4,80.5514,80.5514,both,0.0,True
aumcdb,MBP,C3,5,82.316,82.316,both,0.0,True
aumcdb,MBP,C3,6,81.7239,81.7239,both,0.0,True
aumcdb,MBP,C3,7,82.2418,82.2418,both,0.0,True
aumcdb,PT,C1,-1,17.432,17.432,both,0.0,True
aumcdb,PT,C1,1,16.0806,16.0806,both,0.0,True
aumcdb,PT,C1,2,16.2458,16.2458,both,0.0,True
aumcdb,PT,C1,3,14.6715,14.6715,both,0.0,True
aumcdb,PT,C1,4,13.7501,13.7501,both,0.0,True
aumcdb,PT,C1,5,14.3053,14.3053,both,0.0,True
aumcdb,PT,C1,6,13.4101,13.4101,both,0.0,True
aumcdb,PT,C1,7,13.0517,13.0517,both,0.0,True
aumcdb,PT,C2,-1,14.9187,14.9187,both,0.0,True
aumcdb,PT,C2,1,14.2647,14.2647,both,0.0,True
aumcdb,PT,C2,2,13.7837,13.7837,both,0.0,True
aumcdb,PT,C2,3,13.5025,13.5025,both,0.0,True
aumcdb,PT,C2,4,13.1065,13.1065,both,0.0,True
aumcdb,PT,C2,5,13.5215,13.5215,both,0.0,True
aumcdb,PT,C2,6,12.5119,12.5119,both,0.0,True
aumcdb,PT,C2,7,12.4642,12.4642,both,0.0,True
aumcdb,PT,C3,-1,17.953,17.953,both,0.0,True
aumcdb,PT,C3,1,17.2771,17.2771,both,0.0,True
aumcdb,PT,C3,2,17.1568,17.1568,both,0.0,True
aumcdb,PT,C3,3,15.7089,15.7089,both,0.0,True
aumcdb,PT,C3,4,14.1009,14.1009,both,0.0,True
aumcdb,PT,C3,5,13.7415,13.7415,both,0.0,True
aumcdb,PT,C3,6,13.3708,13.3708,both,0.0,True
aumcdb,PT,C3,7,13.0862,13.0862,both,0.0,True
aumcdb,PTT,C1,-1,50.0173,50.0173,both,0.0,True
aumcdb,PTT,C1,1,49.302,49.302,both,0.0,True
aumcdb,PTT,C1,2,50.6947,50.6947,both,0.0,True
aumcdb,PTT,C1,3,50.5403,50.5403,both,0.0,True
aumcdb,PTT,C1,4,49.7444,49.7444,both,0.0,True
aumcdb,PTT,C1,5,48.5922,48.5922,both,0.0,True
aumcdb,PTT,C1,6,48.2209,48.2209,both,0.0,True
aumcdb,PTT,C1,7,47.9969,47.9969,both,0.0,True
aumcdb,PTT,C2,-1,44.8936,44.8936,both,0.0,True
aumcdb,PTT,C2,1,45.3536,45.3536,both,0.0,True
aumcdb,PTT,C2,2,46.3623,46.3623,both,0.0,True
aumcdb,PTT,C2,3,45.8612,45.8612,both,0.0,True
aumcdb,PTT,C2,4,45.4599,45.4599,both,0.0,True
aumcdb,PTT,C2,5,45.0246,45.0246,both,0.0,True
aumcdb,PTT,C2,6,44.9141,44.9141,both,0.0,True
aumcdb,PTT,C2,7,44.6456,44.6456,both,0.0,True
aumcdb,PTT,C3,-1,54.0017,54.0017,both,0.0,True
aumcdb,PTT,C3,1,52.4896,52.4896,both,0.0,True
aumcdb,PTT,C3,2,52.9879,52.9879,both,0.0,True
aumcdb,PTT,C3,3,53.1366,53.1366,both,0.0,True
